关系类型,人物1,人物2,方向,章节,上下文
父子,竖刀,宋襄公,→,032_齐太公世家,生@昭公潘@；@密姬@，生@懿公商人@；@宋华子@，生$公子$@雍@。@桓公@与@管仲@属@孝公@於@宋襄公@，以为$太子$。@雍巫@有宠於@卫共姬@，因$宦者$@竖刀@以厚献於@桓公@，亦有宠，@桓
父子,易牙,管仲,→,032_齐太公世家,子$。@雍巫@有宠於@卫共姬@，因$宦者$@竖刀@以厚献於@桓公@，亦有宠，@桓公@许之立@无诡@。@管仲@卒，五$公子$皆求立。%冬十月乙亥%，@齐桓公@卒。@易牙@入，与@竖刀@因内宠杀群吏，而立
父子,齐桓公,管仲,→,032_齐太公世家,公子$战。%五月%，&宋&败=齐=四$公子$师而立$太子$@昭@，是为@齐孝公@。&宋&以@桓公@与@管仲@属之$太子$，故来征之。以乱故，%八月%乃葬@齐桓公@。  ## @孝公昭@公@懿公@时期 
父子,昭公,因,→,032_齐太公世家,=也。%夏%，@宋襄公@卒。%七年%，@晋文公@立。  [46] %十年%，@孝公@卒，@孝公弟@潘@因@@卫公@子@开方@杀@孝公@@子而立@潘@，是为@昭公@。@昭公@，@桓公@子也，其母曰@葛嬴
父子,仲姬,光,→,032_齐太公世家,菑=，=临菑=城守不敢出，&晋&焚郭中而去。  [58] %二十八年%，初，@灵公@取~鲁女~，生子@光@，以为$太子$。@仲姬@，@戎姬@。@戎姬@嬖，@仲姬@生子@牙@，属之@戎姬@。@戎姬@请以
父子,栾盈,晏婴,→,032_齐太公世家,齐=，至=高唐=。  [59] @庄公@%三年%，&晋&$大夫$@栾盈@奔=齐=，@庄公@厚客待之。@晏婴@、@田文子@谏，公弗听。%四年%，@齐庄公@使@栾盈@间入&晋&=曲沃=为内应，以兵随之，上
父子,阳生,鲍牧,→,032_齐太公世家,"大夫$皆伏谒。将与$大夫$盟而立之，@鲍牧@醉，@乞@诬$大夫$曰：""吾与@鲍牧@谋共立@阳生@。""@鲍牧@怒曰：""子忘@景公@之命乎？""诸$大夫$相视欲悔，@阳生@前，顿首曰：""可则立之，否则已。"""
父子,齐襄公,抱上,→,032_齐太公世家,嫁为@鲁桓公@妇，及@桓公@来而@襄公@复通焉。@鲁桓公@知之，怒@夫人@，@夫人@以告@齐襄公@。@齐襄公@与@鲁君@饮，醉之，使$力士$@彭生@抱上@鲁君@*车*，因拉杀@鲁桓公@，@桓公@下*车
父子,卫姬,孝公昭,→,032_齐太公世家,姬@、@徐姬@、@蔡姬@，皆无子。@桓公@好内，多内宠，如@夫人@者六人，长@卫姬@，生@无诡@；少@卫姬@，生@惠公元@；@郑姬@，生@孝公昭@；@葛嬴@，生@昭公潘@；@密姬@，生@懿公商人@；@
父子,葛嬴,懿公商人,→,032_齐太公世家,多内宠，如@夫人@者六人，长@卫姬@，生@无诡@；少@卫姬@，生@惠公元@；@郑姬@，生@孝公昭@；@葛嬴@，生@昭公潘@；@密姬@，生@懿公商人@；@宋华子@，生$公子$@雍@。@桓公@与@管仲@属
父子,生子,明,→,032_齐太公世家,弟复@书@，@崔杼@复杀之。少弟复@书@，@崔杼@乃舍之。  [62] @景公@%元年%，初，@崔杼@生子@成@及@彊@，其母死，取@东郭女@，生@明@。@东郭女@使其前夫子@无咎@与其弟@偃@相@崔
父子,欲立,吴王诸樊,→,086_刺客列传,":""彼@光@将有内志,未可说以外事。""乃进@专诸@於$@公子光@$。  ### [2.3] @公子光@欲立  @光@之父曰$@吴王诸樊@$。$@诸樊@$弟%三人%:次曰$@馀祭@$,次曰$@夷眛@$,"
父子,光,伍子胥,→,086_刺客列传,"$曰:""彼@伍员@父兄皆死於&楚&而@员@言伐&楚&,欲自为报私雠也,非能为&吴&。""&吴&王乃止。@伍子胥@知$@公子光@$之欲杀$@吴王僚@$,乃曰:""彼@光@将有内志,未可说以外事。""乃进@专诸"
父子,"$逃不肯立,&吴&人乃立$","$死,当传$",→,086_刺客列传,"欲卒致国于$@季子札@$。$@诸樊@$既死,传$@馀祭@$。$@馀祭@$死,传$@夷眛@$。$@夷眛@$死,当传$@季子札@$;$@季子札@$逃不肯立,&吴&人乃立$@夷眛@$之子$@僚@$为王。$@"
父子,$将兵围&楚&之=灊=;使$,"$欲因&楚&丧,使其二弟$",→,086_刺客列传," @专诸@刺王僚  @光@既得@专诸@,善客待之。%九年%而&楚&$@平王@$死。%春%,$@吴王僚@$欲因&楚&丧,使其二弟$@公子盖馀@$、$@属庸@$将兵围&楚&之=灊=;使$@延陵季子@$於&"
父子,王僚,"真王嗣,当立,$",→,086_刺客列传,"@$、$@属庸@$路,&吴&兵不得还。於是$@公子光@$谓@专诸@曰:""此时不可失,不求何获!且@光@真王嗣,当立,$@季子@$虽来,不吾废也。""@专诸@曰:""$@王僚@$可杀也。母@老子@弱,而两弟"
父子,$与&韩&、&魏&合谋灭,智伯,→,086_刺客列传,"@豫让@者,&晋&人也,故尝事@范@氏及@中行@氏,而无所知名。去而事@智伯@,@智伯@甚尊宠之。及@智伯@伐$@赵襄子@$,$@赵襄子@$与&韩&、&魏&合谋灭@智伯@,灭@智伯@之後而三分其地。$"
父子,"亦已死矣,而子独何以为之报雠之深也？""",智伯,→,086_刺客列传,"豫让@也。""使人问之,果@豫让@也。於是$@襄子@$乃数@豫让@曰:""子不尝事@范@、@中行@氏乎？@智伯@尽灭之,而子不为报雠,而反委质臣於@智伯@。@智伯@亦已死矣,而子独何以为之报雠之深也？""@"
父子,丹,荆轲,→,086_刺客列传,"丹@所以诫$@田@先生$毋言者,欲以成大事之谋也。今$@田@先生$以死明不言,岂@丹@之心哉!""  @荆轲@坐定,$太子$避*席*顿首曰:""$@田@先生$不知@丹@之不肖,使得至前,敢有所道,此天之所"
父子,荆轲,与,→,086_刺客列传,".1] $太史公$曰:世言@荆轲@,其称$太子@丹@$之命,""天雨*粟*,〘马〙生角""也,太过。又言@荆轲@伤&秦&王,皆非也。始@公孙季功@、@董生@与@夏无且@游,具知其事,为余道之如是。自@曹沫"
父子,孔丘,始有&宋&而嗣让$,→,047_孔子世家,"青年时期  [2.1] @孔子@年%十七%，&鲁&$大夫@孟釐子@$病且死，诫其嗣$@懿子@$曰：""@孔丘@，〔圣人〕之後，灭於&宋&。其祖@弗父何@始有&宋&而嗣让$@厉公@$。及@正考父@佐$@戴"
父子,襄公,女野合而生,→,047_孔子世家,昌平乡陬邑=。其先&宋&人也，曰@孔防叔@。@防叔@生@伯夏@，@伯夏@生@叔梁纥@。@纥@与@颜氏@女野合而生@孔子@，祷於=尼丘=得@孔子@。&鲁&$@襄公@$%二十二年%而@孔子@生。生而首上圩
父子,叔孙氏,$率师击$,→,047_孔子世家, @孔子@年%三十五%，而$@季平子@$与$@郈昭伯@$以斗*鸡*故得罪&鲁&$@昭公@$，$@昭公@$率师击$@平子@$，$@平子@$与$@孟氏@$、$@叔孙氏@$三家共攻$@昭公@$，$@昭公@$
父子,孔子,$敬见,→,047_孔子世家,"^，趋详之节，累世不能殚其学，当年不能究其^礼^。君欲用之以移&齐&俗，非所以先细民也。""後$@景公@$敬见@孔子@，不问其^礼^。异日，$@景公@$止@孔子@曰：""奉子以$@季氏@$，吾不能。""以$"
父子,子赣,"曰：""归乎归乎！吾党之",→,047_孔子世家,"厓求@$。$@厓求@$$将行$，@孔子@曰：""&鲁&人召@求@，非小用之，将大用之也。""是日，@孔子@曰：""归乎归乎！吾党之@小子@狂简，斐然成章，吾不知所以裁之。""@子赣@知@孔子@思归，送$@厓求"
父子,"$曰：""王之使使诸侯有如",百里,→,047_孔子世家,"师迎@孔子@，然後得免。  ## [25] @楚昭王欲封@  [25.1] $@昭王@$将以书社地七@百里@封@孔子@。&楚&$令尹@子西@$曰：""王之使使诸侯有如@子贡@者乎？""曰：""无有。""""王之"
父子,子思,伋,→,047_孔子世家,子@生@鲤@，字$@伯鱼@$。$@伯鱼@$年%五十%，先@孔子@死。  [36.2] $@伯鱼@$生@伋@，字$@子思@$，年%六十二%。尝困於&宋&。$@子思@$作^中庸^。  [36.3] $@子
父子,子慎,穿,→,047_孔子世家,@，字$@子家@$，年%四十五%。$@子家@$生@箕@，字$@子京@$，年%四十六%。$@子京@$生@穿@，字$@子高@$，年%五十一%。$@子高@$生$@子慎@$，年%五十七%，尝为&魏&$相$。 
父子,纥,孔子,→,047_孔子世家,子@生&鲁&=昌平乡陬邑=。其先&宋&人也，曰@孔防叔@。@防叔@生@伯夏@，@伯夏@生@叔梁纥@。@纥@与@颜氏@女野合而生@孔子@，祷於=尼丘=得@孔子@。&鲁&$@襄公@$%二十二年%而@孔子@
父子,子上,求,→,047_孔子世家,$，年%六十二%。尝困於&宋&。$@子思@$作^中庸^。  [36.3] $@子思@$生@白@，字$@子上@$，年%四十七%。$@子上@$生@求@，字$@子家@$，年%四十五%。$@子家@$生@箕@，
父子,子家,箕,→,047_孔子世家,^。  [36.3] $@子思@$生@白@，字$@子上@$，年%四十七%。$@子上@$生@求@，字$@子家@$，年%四十五%。$@子家@$生@箕@，字$@子京@$，年%四十六%。$@子京@$生@穿@，
父子,子京,穿,→,047_孔子世家,上@$，年%四十七%。$@子上@$生@求@，字$@子家@$，年%四十五%。$@子家@$生@箕@，字$@子京@$，年%四十六%。$@子京@$生@穿@，字$@子高@$，年%五十一%。$@子高@$生$@子慎
父子,武,延年,→,047_孔子世家,迁为$长沙太守$。长九尺六寸。  [36.6] $@子襄@$生@忠@，年%五十七%。@忠@生@武@，@武@生@延年@及@安国@。@安国@为今$皇帝$$博士$，至$临淮太守$，蚤卒。@安国@生@卬@，@
父子,齐宣王,文侯,→,069_苏秦列传,=燕=，必报=齐=。@苏秦@去=赵=而从约皆解。  [40] @秦惠王@以其女为=燕=太子妇。是岁，@文侯@卒，太子立，是为=燕=@易王@。@易王@初立，@齐宣王@因=燕=丧伐=燕=，取十城。@易王@
父子,苏厉,苏厉,→,069_苏秦列传,燕=而轻亡=宋=，则=齐=可亡已。”=燕=王曰：“吾终以子受命於天矣。”=燕=乃使一子质於=齐=。而@苏厉@因=燕=质子而求见=齐=王。=齐=王怨@苏秦@，欲囚@苏厉@。=燕=质子为谢，已遂委质为=齐
父子,$欲以$,叔孙通,→,099_刘敬叔孙通列传,"世之要务。""  ## [6] @叔孙通@为$太子太傅$  [6.1] &汉&%九年%，$@高帝@$徙@叔孙通@为$太子太傅$。&汉&%十二年%，$@高祖@$欲以$@赵王如意@$易$太子$，@叔孙通@谏"
父子,优孟,孙叔敖,→,126_滑稽列传,"困。若往见@优孟@，言我@孙叔敖@之子也。""居%数年%，其子穷困负*薪*，逢@优孟@，与言曰：""我，@孙叔敖@子也。父且死时，属我贫困往见@优孟@。""@优孟@曰：""若无远有所之。""即为@孙叔敖@*衣冠"
父子,高祖,吕后,→,096_张丞相列传,"祖@$曰：""然。吾念之欲如是，而群臣谁可者？""@尧@曰：""$御史大夫$@周昌@，其人坚忍质直，且自$@吕后@$、$太子$及$大臣$皆素敬惮之。独@昌@可。""$@高祖@$曰：""善。""於是乃召@周昌@，谓"
父子,张苍,、,→,096_张丞相列传,"备员而已，无所能发明功名有著於当世者。  ## [8] @太史公@曰  [8.1] $太史公$曰：""@张苍@$文学$^律历^，为&汉&名相，而绌@贾生@、@公孙臣@等言^正朔服色^事而不遵，明用&秦&"
父子,穨当,穨当,→,093_韩信卢绾列传,@信@。  ## @韩信@子孙  [7] @信@之入~匈奴~，与太子俱；及至=穨当城=，生子，因名曰@穨当@。&韩&太子亦生子，命曰@婴@。至%孝文十四年%，@穨当@及@婴@率其众降&汉&。&汉&封@
父子,",欲立",宣王,→,033_鲁周公世家,"%九年%%春%,$@武公@$与@长子@@括@,少子@戏@,西朝&周&$@宣王@$。$@宣王@$爱@戏@,欲立@戏@为&鲁&$太子$。&周&之@樊仲山父@谏$@宣王@$曰:""废长立少,不顺;不顺,必犯$"
父子,庄公,叔牙,→,033_鲁周公世家,"斑@怒,鞭@荦@。$@庄公@$闻之,曰:""@荦@有力焉,遂杀之,是未可鞭而置也。""@斑@未得杀。会$@庄公@$有疾。$@庄公@$有三弟,长曰@庆父@,次曰@叔牙@,次曰@季友@。$@庄公@$取&齐&女"
父子,$患,季友,→,033_鲁周公世家,"而问嗣於弟@叔牙@。@叔牙@曰:""一继一及,&鲁&之常也。@庆父@在,可为嗣,$君$何忧?""$@庄公@$患@叔牙@欲立@庆父@,退而问@季友@。@季友@曰:""请以死立@斑@也。""$@庄公@$曰:""曩者"
父子,$卒而,荦,→,033_鲁周公世家,"丧〛,舍于=党氏=。  [14.2] 先时@庆父@与@哀姜@私通,欲立@哀姜@娣子@开@。及$@庄公@$卒而@季友@立@斑@,%十月%%己未%,@庆父@使圉人@荦@杀&鲁&公子@斑@於=党氏=。@季友"
父子,斑,庄公,→,033_鲁周公世家,"@娣子@开@。及$@庄公@$卒而@季友@立@斑@,%十月%%己未%,@庆父@使圉人@荦@杀&鲁&公子@斑@於=党氏=。@季友@奔&陈&。@庆父@竟立$@庄公@$子@开@,是为$@湣公@$。  ## ["
父子,与,袭杀$,→,033_鲁周公世家,"5] @湣公@被杀与@釐公@  [15.1] $@湣公@$%二年%,@庆父@与@哀姜@通益甚。@哀姜@与@庆父@谋杀$@湣公@$而立@庆父@。@庆父@使@卜齮@袭杀$@湣公@$於=武闱=。@季友@闻之"
父子,哀姜,"归,使人杀",→,033_鲁周公世家,"父@恐,奔&莒&。於是@季友@奉子@申@入,立之,是为$@釐公@$。$@釐公@$亦$@庄公@$少子。@哀姜@恐,奔&邾&。@季友@以赂如&莒&求@庆父@,@庆父@归,使人杀@庆父@,@庆父@请奔,弗听"
父子,",","请奔,弗听,乃使$大夫$",→,033_鲁周公世家,"$亦$@庄公@$少子。@哀姜@恐,奔&邾&。@季友@以赂如&莒&求@庆父@,@庆父@归,使人杀@庆父@,@庆父@请奔,弗听,乃使$大夫$@奚斯@$行哭而往。@庆父@闻@奚斯@音,乃自杀。&齐&$@桓公"
父子,"母&陈&女,故亡在&陈&,&陈&故佐送",桓公,→,033_鲁周公世家,"鲁&,及召之&邾&而杀之,以其尸归,戮之&鲁&。&鲁&$@釐公@$请而葬之。  [15.2] @季友@母&陈&女,故亡在&陈&,&陈&故佐送@季友@及子@申@。@季友@之将生也,父&鲁&$@桓公@$使"
父子,"$%二年%,~鄋瞒~伐&齐&,&齐&$",荣如,→,033_鲁周公世家,"师御之,以败~翟~于=长丘=,获~长翟~@缘斯@。&晋&之灭路,获@乔如@弟@棼如@。&齐&$@惠公@$%二年%,~鄋瞒~伐&齐&,&齐&$@王子@$@城父@$获其弟@荣如@,埋其首於=北门=。&卫&"
父子,襄仲,宣公,→,033_鲁周公世家,"@宣公@$卒,子$@成公@$$@黑肱@$立,是为$@成公@$。@季文子@曰:""使我杀適立庶失大援者,@襄仲@。""@襄仲@立$@宣公@$,@公孙归父@有宠。$@宣公@$欲去^三桓^,与&晋&谋伐^三桓^"
父子,旦,"$在时,",→,033_鲁周公世家,"] @周公@的身世与辅佐@武王@  [1.1] &周&@公旦@者,&周&$@武王@$弟也。自$@文王@$在时,@旦@为子孝,笃仁,异於群子。及$@武王@$即位,@旦@常辅翼$@武王@$,用@事@居多。"
父子,"曰:""我$",成王,→,033_鲁周公世家,"〕久矣,於今而后成。$@武王@$蚤终,$@成王@$少,将以成&周&,我所以为之若此。""於是卒$相$$@成王@$,而使其子@伯禽@代就封於&鲁&。@周公@戒@伯禽@曰:""我$@文王@$之子,$@武王@$"
父子,"$%四年%卒,立弟",伯禽,→,033_鲁周公世家,"此^肸誓^,遂平~徐戎~,定&鲁&。  ## [8] 鲁国世系(早期)  [8.1] $@鲁公@$$@伯禽@$卒,子$@考公@$$@酋@$立。$@考公@$%四年%卒,立弟@熙@,是谓$@炀公@$。$@"
父子,伯御,$兄,→,033_鲁周公世家,"夏%,$@武公@$归而卒,@戏@立,是为$@懿公@$。  [9.2] $@懿公@$%九年%,$@懿公@$兄@括@之子@伯御@与&鲁&人攻弑$@懿公@$,而立@伯御@为$君$。@伯御@即位%十一年%,&"
父子,隐公,惠公,→,033_鲁周公世家,"其$君$@昭侯@$。%四十五年%,&晋&人又弑其$君$@孝侯@$。  [10.4] %四十六年%,$@惠公@$卒,长庶子@息@摄当国,行$君$@事@,是为$@隐公@$。初,$@惠公@$適$夫人$无子,"
父子,",%十月%%己未%,","私通,欲立",→,033_鲁周公世家,"立子@斑@为$君$,如$@庄公@$命。侍〚丧〛,舍于=党氏=。  [14.2] 先时@庆父@与@哀姜@私通,欲立@哀姜@娣子@开@。及$@庄公@$卒而@季友@立@斑@,%十月%%己未%,@庆父@使圉人"
父子,庆父,荦,→,033_鲁周公世家,"@私通,欲立@哀姜@娣子@开@。及$@庄公@$卒而@季友@立@斑@,%十月%%己未%,@庆父@使圉人@荦@杀&鲁&公子@斑@於=党氏=。@季友@奔&陈&。@庆父@竟立$@庄公@$子@开@,是为$@湣公"
父子,以赂如&莒&求,庄公,→,033_鲁周公世家,"诛@庆父@。@庆父@恐,奔&莒&。於是@季友@奉子@申@入,立之,是为$@釐公@$。$@釐公@$亦$@庄公@$少子。@哀姜@恐,奔&邾&。@季友@以赂如&莒&求@庆父@,@庆父@归,使人杀@庆父@,@"
父子,桓公,"母&陈&女,故亡在&陈&,&陈&故佐送",→,033_鲁周公世家,"鲁&,及召之&邾&而杀之,以其尸归,戮之&鲁&。&鲁&$@釐公@$请而葬之。  [15.2] @季友@母&陈&女,故亡在&陈&,&陈&故佐送@季友@及子@申@。@季友@之将生也,父&鲁&$@桓公@$使"
父子,"$讨&晋&乱,至=高梁=而还,立$",奚齐,→,033_鲁周公世家,"以=汶阳=、=鄪=封@季友@。@季友@为$相$。  [16.2] %九年%,&晋&@里克@杀其$君$@奚齐@$、@卓子@。&齐&$@桓公@$率$@釐公@$讨&晋&乱,至=高梁=而还,立$@晋惠公@$。"
父子,俀,$有二妃:长妃&齐&女为,→,033_鲁周公世家,"] %十五年%,@季文子@使於&晋&。  [17.5] %十八年%%二月%,$@文公@$卒。$@文公@$有二妃:长妃&齐&女为@哀姜@,生子@恶@及@视@;次妃@敬嬴@,嬖爱,生子@俀@。@俀@私@事"
父子,以难告$,季氏,→,033_鲁周公世家,"@怒而侵@郈氏@,@郈昭伯@亦怒@平子@。@臧昭伯@之弟@会@伪谗@臧氏@,匿@季氏@,@臧昭伯@囚@季氏@人。@季平子@怒,囚@臧氏@老。@臧@、@郈氏@以难告$@昭公@$。$@昭公@$%九月%%戊"
父子,孟孙,"见公还,见",→,033_鲁周公世家,"而$臣$於&齐&,可乎?""乃止。@子家@曰:""&齐&$@景公@$无信,不如早之&晋&。""弗从。@叔孙@见公还,见@平子@,@平子@顿首。初欲迎$@昭公@$,@孟孙@、@季孙@後悔,乃止。  [21.3"
父子,史墨,"$立,&赵&",→,033_鲁周公世家,"公@$弟@宋@为$君$,是为$@定公@$。  ## [22] @定公@时期  [22.1] $@定公@$立,&赵&@简子@问$@史墨@$曰:""@季氏@亡乎?""$@史墨@$对曰:""不亡。@季友@有大功於"
父子,"$卒,","有大功於&鲁&,受=鄪=为$上卿$,至于",→,033_鲁周公世家," $@定公@$立,&赵&@简子@问$@史墨@$曰:""@季氏@亡乎?""$@史墨@$对曰:""不亡。@季友@有大功於&鲁&,受=鄪=为$上卿$,至于@文子@、@武子@,世增其业。&鲁&$@文公@$卒,@东门"
父子,田常,、,→,033_鲁周公世家,"&@田常@弑其$君$@简公@$於=袪州=。@孔子@请伐之,$@哀公@$不听。%十五年%,使@子服景伯@、@子贡@为介,適&齐&,&齐&归我侵地。@田常@初$相$,欲亲诸侯。  [23.5] %十六年%"
父子,"$%二十一年%卒,子",悼公,→,033_鲁周公世家,"家。  [24.2] %十三年%,三&晋&灭@智伯@,分其地有之。  [24.3] %三十七年%,$@悼公@$卒,子@嘉@立,是为$@元公@$。$@元公@$%二十一年%卒,子@显@立,是为$@穆公@$"
父子,"$%二年%,&楚&$",平公,→,033_鲁周公世家,"时^六国^皆称$王$。  [24.4] $@平公@$%十二年%,&秦&$@惠王@$卒。%二十年%,$@平公@$卒,子@贾@立,是为$@文公@$。$@文公@$%二年%,&楚&$@怀王@$死于&秦&。%二"
父子,黄帝,及父,→,002_夏本纪,禹@之父曰@鲧@，@鲧@之父曰@帝颛顼@，@颛顼@之父曰@昌意@，@昌意@之父曰@黄帝@。@禹@者，@黄帝@之玄孙而@帝颛顼@之孙也。@禹@之曾大父@昌意@及父@鲧@皆不得在帝位，为$人臣$。  [1
父子,奋,"曰：""",→,103_万石张叔列传,"$。@奋@长子@建@，次子@甲@，次子@乙@，次子@庆@，皆以驯行孝谨，官皆至^二千石^。於是@景帝@曰：""@石君@及四子皆^二千石^，$人臣$尊宠乃集其门。""号@奋@为@万石君@。  ### [1."
父子,文帝,孝景,→,103_万石张叔列传,"侯$@卫绾@者，=代==大陵=人也。@绾@以戏*车*为郎，事@文帝@，功次迁为$中郎将$，醇谨无他。@孝景@为$太子$时，召上左右饮，而@绾@称病不行。@文帝@且崩时，属@孝景@曰：""@绾@长者，善遇"
父子,怀公,；,→,037_卫康叔世家, $@昭公@$%六年%，公子@亹@弑之代立，是为$@怀公@$。$@怀公@$%十一年%，公子@穨@弑$@怀公@$而代立，是为$@慎公@$。$@慎公@$父，公子@適@；@適@父，$@敬公@$也。$@慎公@
父子,榅伯,考伯,→,037_卫康叔世家,@卫国早期世系@  [5.5] @康叔@卒，子$@康伯@$代立。$@康伯@$卒，子$@考伯@$立。$@考伯@$卒，子$@嗣伯@$立。$@嗣伯@$卒，子$@榅伯@$立。$@榅伯@$卒，子$@靖伯@$立。
父子,贞伯,榅伯,→,037_卫康叔世家,康伯@$卒，子$@考伯@$立。$@考伯@$卒，子$@嗣伯@$立。$@嗣伯@$卒，子$@榅伯@$立。$@榅伯@$卒，子$@靖伯@$立。$@靖伯@$卒，子$@贞伯@$立。$@贞伯@$卒，子$@顷侯@$立。
父子,$弟,釐侯,→,037_卫康叔世家,%，&周&$@宣王@$立。   ## [5] @共伯@与@武公@争位  [8.8] %四十二年%，$@釐侯@$卒，$太子$$@共伯@$@馀@立为$君$。$@共伯@$弟@和@有宠於$@釐侯@$，多予之赂
父子,死者子,宣公,→,037_卫康叔世家,筑=楚丘=，立$@戴公@$弟@毁@为&卫&$君$，初，~翟~杀$@懿公@$也，&卫&人怜之，思复立$@宣公@$前死$太子$@伋@之後，@伋@子又死，而代@伋@死者子@寿@又无子。$太子$@伋@同母弟%
父子,戏阳,$$夫人$,→,037_卫康叔世家,之如&鲁&。後有隙，@孔子@去。後复来。  [31.32] %三十九年%，$太子$@蒯聩@与$@灵公@$$夫人$@南子@有恶，欲杀@南子@。@蒯聩@与其徒@戏阳@谋，朝，使杀$夫人$。@戏阳@後悔，不
父子,弑其$君$$,弑其$君$$,→,037_卫康叔世家,@不得入，入=宿=而保，&卫&人亦罢兵。  [33.35] $@出公@$@辄@%四年%，&齐&@田乞@弑其$君$$@孺子@$。%八年%，&齐&@鲍子@弑其$君$$@悼公@$。  [33.36] @孔子
父子,浑良夫,文子,→,037_卫康叔世家,&鲁&。   ## [22] @孔悝@之乱与@子路@之死  [34.37] %十二年%，初，@孔圉@@文子@取$太子$@蒯聩@之姊，生@悝@。@孔氏@之竖@浑良夫@美好，@孔文子@卒，@良夫@通於@悝
父子,慎公,慎公,→,037_卫康叔世家,代立，是为$@怀公@$。$@怀公@$%十一年%，公子@穨@弑$@怀公@$而代立，是为$@慎公@$。$@慎公@$父，公子@適@；@適@父，$@敬公@$也。$@慎公@$%四十二年%卒，子$@声公@$@训@
父子,$之後而更立,申,→,037_卫康叔世家,。自$@懿公@$父$@惠公@$@朔@之谗杀$太子$@伋@代立至於$@懿公@$，常欲败之，卒灭$@惠公@$之後而更立@黔牟@之弟$@昭伯@$@顽@之子@申@为$君$，是为$@戴公@$。  [19.19]
父子,"$家得幸$天子$,故冒姓为",同母兄,→,111_卫将军骠骑列传,"。其父@郑季@,为$吏$,给事$@平阳侯@$家,与$侯$妾@卫媪@通,生@青@。  [1.2] @青@同母兄@卫长子@,而姊@卫子夫@自$@平阳公主@$家得幸$天子$,故冒姓为@卫@氏。字$@仲卿@$"
父子,皆冒,少兒,→,111_卫将军骠骑列传,"@卫@氏。字$@仲卿@$。@长子@更字$@长君@$。@长君@母号为@卫媪@。@媪@长女@卫孺@,次女@少兒@,次女@卫子夫@。後$@子夫@$男弟@步@、@广@皆冒@卫@氏。  [1.3] @青@为$侯"
父子,",为$吏$,给事$",青,→,111_卫将军骠骑列传,"骑$列传  ## [1] @卫青@家世  [1.1] $大将军@卫青@$者,=平阳=人也。其父@郑季@,为$吏$,给事$@平阳侯@$家,与$侯$妾@卫媪@通,生@青@。  [1.2] @青@同母兄@卫"
父子,、,中行,→,044_魏世家,%十四岁%而@孔子@相&鲁&。後%四岁%，@赵简子@以=晋阳=之乱也，而与@韩@、@魏@共攻@范@、@中行@氏。@魏献子@生@魏侈@。@魏侈@与@赵鞅@共攻@范@、@中行@氏。  [4.4] @魏侈@
父子,田子方,$之师,→,044_魏世家,"。  [5.3] %十七年%，伐&中山&，使$@子击@$守之，@赵仓唐@傅之。$@子击@$逢$@文侯@$之师@田子方@於=朝歌=，引*车*避，下谒。@田子方@不为^礼^。$@子击@$因问曰：""〔富贵〕"
父子,$比乎？$,哉！'是以知$,→,044_魏世家,君不察故也。居视其所亲，富视其所与，达视其所举，穷视其所不为，贫视其所不取，五者足以定之矣，何待@克@哉！'是以知$@魏成子@$之为相也。且子安得与$@魏成子@$比乎？$@魏成子@$以食禄千*锺*，什
父子,信陵君无忌,安釐王,→,044_魏世家,&乃止@增@。  [25.2] %三十一年%，$@秦王政@$初立。  [25.3] %三十四年%，$@安釐王@$卒，$太子@增@$立，是为$@景湣王@$。$@信陵君无忌@$卒。  ## [26] 魏@
父子,袭,悼子,→,044_魏世家,%二十一年%，@武子@从$@重耳@$出亡。%十九年%反，$@重耳@$立为$@晋文公@$，而令@魏武子@袭@魏@氏之後封，列为$大夫$，治於=魏=。生@悼子@。  [2.2] @魏悼子@徙治=霍=。生@
父子,魏悼子,魏绛,→,044_魏世家,@晋文公@$，而令@魏武子@袭@魏@氏之後封，列为$大夫$，治於=魏=。生@悼子@。  [2.2] @魏悼子@徙治=霍=。生@魏绛@。  ## [3] @魏绛@事晋  [3.1] @魏绛@事$@晋悼公
父子,嬴,魏献子,→,044_魏世家,"和，子之力也。""赐之*乐*，三让，然後受之。徙治=安邑=。@魏绛@卒，谥为$@昭子@$。生@魏嬴@。@嬴@生@魏献子@。  ## [4] @魏献子@为政  [4.1] @献子@事$@晋昭公@$。$@昭"
父子,、,魏侈,→,044_魏世家,。  [4.3] 其後%十四岁%而@孔子@相&鲁&。後%四岁%，@赵简子@以=晋阳=之乱也，而与@韩@、@魏@共攻@范@、@中行@氏。@魏献子@生@魏侈@。@魏侈@与@赵鞅@共攻@范@、@中行@氏。 
父子,；,；於,→,027_天官书,於@唐@、@虞@，@羲@、@和@；有@夏@，@昆吾@；@殷商@，@巫咸@；@周室@，@史佚@、@苌弘@；於@宋@，@子韦@；@郑@则@裨灶@；在@齐@，@甘公@；@楚@，@唐眛@；@赵@，@尹皋@；@
父子,鲍氏,吴王,→,031_吴太伯世家,"在腹心，今得志於&齐&，犹石田，无所用。且@盘庚@之诰有颠越勿遗，&商&之以兴。""  [34.4] @吴王@不听，使@子胥@於&齐&，@子胥@属其子於&齐&@鲍氏@，还报@吴王@。@吴王@闻之，大怒，"
父子,卫鞅,景监,→,068_商君列传,$宠臣$@景监@以求见@孝公@。@孝公@既见@卫鞅@，语事良久，@孝公@时时睡，弗听。罢而@孝公@怒@景监@曰：“子之客妄人耳，安足用邪！”@景监@以让@卫鞅@。@卫鞅@曰：“吾说公以帝道，其志不开悟
